train/approx_kl,train/policy_gradient_loss,time/fps,train/entropy_loss,train/explained_variance,train/value_loss,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates,time/iterations,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
0.020871906,-0.02495669320342131,1375,-0.9463625513017178,0.852117121219635,0.019076854252489284,11615.34,0.1561279296875,0.2,0.00025,1925120,13.89,-0.04178730025887489,3756,940,1399,,
0.022897521,-0.024309522501425818,1381,-0.9092562720179558,0.7976135611534119,0.030834656674414873,11868.54,0.1715087890625,0.2,0.00025,1945600,13.47,-0.033966064453125,3796,950,1408,,
0.0190301,-0.025931805867003277,,-0.9210511948913336,0.7971197366714478,0.03233748232014477,,0.1402587890625,0.2,0.00025,1960000,,-0.04646214097738266,3828,,,14.0,13216.2
0.021398915,-0.023902170854853466,1373,-0.8964858613908291,0.7641125321388245,0.03893503389554098,12231.09,0.1619873046875,0.2,0.00025,1966080,12.92,-0.03507397696375847,3836,960,1431,,
0.01709384,-0.023661683138925582,1378,-0.9120710548013449,0.8945224285125732,0.020120249537285417,12296.08,0.1318359375,0.2,0.00025,1986560,12.82,-0.05259356647729874,3876,970,1440,,
0.024482835,-0.025005739385960624,,-0.9552618153393269,0.7752119302749634,0.030810196767561138,,0.1484375,0.2,0.00025,2000000,,-0.0418972447514534,3904,,,10.6,16274.6
0.02401601,-0.028426698365365155,1366,-0.9747811872512102,0.7378137111663818,0.04157937504351139,12516.98,0.1734619140625,0.2,0.00025,2007040,12.56,-0.0488155297935009,3916,980,1468,,
0.020849697,-0.023292583297006786,1372,-0.9354275371879339,0.8134472370147705,0.034346537897363305,12714.9,0.1466064453125,0.2,0.00025,2027520,12.28,-0.025102492421865463,3956,990,1477,,
0.019161172,-0.022318745555821806,,-0.8986142389476299,0.8124406337738037,0.027132235758472234,,0.1630859375,0.2,0.00025,2040000,,-0.04394102469086647,3984,,,14.8,12963.2
0.023908602,-0.02518793474882841,1365,-0.895533287897706,0.8421323299407959,0.027391949959564954,12735.95,0.1507568359375,0.2,0.00025,2048000,12.37,-0.044947586953639984,3996,1000,1499,,
0.023149543,-0.02351450503920205,1370,-0.8781614173203707,0.8486742377281189,0.024773295008344576,12943.32,0.16455078125,0.2,0.00025,2068480,12.18,-0.05168752372264862,4036,1010,1508,,
0.017718444,-0.022224325774004683,,-0.8943432718515396,0.8547531366348267,0.03246091824257746,,0.12890625,0.2,0.00025,2080000,,-0.03678477928042412,4060,,,12.2,15660.8
0.021781739,-0.026799676183145493,1359,-0.8743131440132856,0.8569650053977966,0.025243718409910798,12975.55,0.1650390625,0.2,0.00025,2088960,12.24,-0.038791146129369736,4076,1020,1536,,
0.020976152,-0.0256222793541383,1364,-0.9355132486671209,0.8027218580245972,0.029422561288811266,12832.18,0.1517333984375,0.2,0.00025,2109440,12.65,-0.04987228661775589,4116,1030,1545,,
0.022025999,-0.023995531490072608,,-0.8730072472244501,0.818718671798706,0.02336151379859075,,0.139892578125,0.2,0.00025,2120000,,-0.043614327907562256,4140,,,14.0,14891.6
0.018721752,-0.024735172337386757,1353,-0.869124922901392,0.8402706384658813,0.024332578817848116,12844.86,0.157470703125,0.2,0.00025,2129920,12.65,-0.05799216032028198,4156,1040,1573,,
0.0249223,-0.024369623890379444,1359,-0.8475959077477455,0.7430100440979004,0.04079975059721619,12794.82,0.169921875,0.2,0.00025,2150400,12.75,-0.03651364892721176,4196,1050,1582,,
0.019400306,-0.021480097086168826,,-0.8546692281961441,0.8394469022750854,0.029458407894708216,,0.133544921875,0.2,0.00025,2160000,,-0.035793982446193695,4216,,,17.8,11682.8
0.017708395,-0.02399133305880241,1354,-0.8471105061471462,0.8376124501228333,0.023951140377903357,12929.45,0.14111328125,0.2,0.00025,2170880,12.58,-0.03951482102274895,4236,1060,1603,,
0.02154927,-0.023880244931206107,1359,-0.8515443410724401,0.7563038468360901,0.034643508202861995,12717.48,0.1357421875,0.2,0.00025,2191360,13.16,-0.037650495767593384,4276,1070,1612,,
0.021698236,-0.02066978944640141,,-0.9194850847125053,0.8697416186332703,0.02017945284023881,,0.1583251953125,0.2,0.00025,2200000,,-0.05247890576720238,4296,,,19.2,9581.8
0.018648505,-0.020327497215475887,1356,-0.9254272915422916,0.7731649875640869,0.038321962812915444,12632.7,0.13037109375,0.2,0.00025,2211840,13.19,-0.03886609524488449,4316,1080,1630,,
0.022184037,-0.023450495849829167,1361,-0.8974457662552595,0.8815457224845886,0.015023994841612875,12521.67,0.1632080078125,0.2,0.00025,2232320,13.24,-0.047382503747940063,4356,1090,1640,,
0.023818305,-0.025435381423449144,,-0.9451530557125807,0.7774150371551514,0.03691323124803603,,0.15673828125,0.2,0.00025,2240000,,-0.04542226344347,4372,,,20.8,8363.0
